case,seed,gap,sigma,bias,retain,phase,kind,supplied_sigma,sigma_factor,method,status,seconds,surface_mae_mm,balanced_source_mae_mm,vertical_w1_mm,representation,model_k,n,risk_rms_mm,matched_rms_mm,coverage_1mm,single_false_split,posterior_brier,upper_mass,upper_mass_error,source_gap_error_mm,cross_midplane_mass,fitted_gap_error_mm,dual_missed,ratio,dependence,weighted_reference_near_mass
s9182101_g4_n0.5_b0_r1.0,9182101,4,0.5,0,1.0,development,bridge,0.5,1.0,b_quota_map,OK,0.029343135000090115,0.05346638345938326,0.05431416870908588,0.05346638345939741,points,2,768,0.0874764855051399,0.0874764855051399,0.9986979166666666,,8.2429148401693e-12,0.58203125,0.0,0.056855347012788826,0.0,0.1288448469834802,0,,,
s9182101_g4_n0.5_b0_r1.0,9182101,4,0.5,0,1.0,development,bridge,0.5,1.0,b_weighted_measure,OK,0.02934242700575851,0.05346655128476504,0.05431476974947061,0.053466445182368816,weighted,2,768,0.08748941187153174,,,,8.2429148401693e-12,0.5820312758226318,2.5822631810612506e-08,0.056856549093657005,1.552623316786353e-07,0.1288448469834802,0,,,0.9986977698199798
s9182101_g4_n0.5_b4_r0.25,9182101,4,0.5,4,0.25,development,bridge,0.5,1.0,b_identity,OK,0.017836068000178784,3.2355217909275957,3.4502583568533742,2.7288307375229173,points,0,432,4.030318747083493,4.030318747083493,0.1712962962962963,,,0.4398148148148148,0.1828703703703704,0.20551963446722343,0.3170413404058264,,,,,
s9182101_g4_n0.5_b4_r0.25,9182101,4,0.5,4,0.25,development,bridge,0.5,1.0,b_map,OK,0.01782925300358329,0.3034309486560487,0.26719286800312947,0.29417009170714004,points,2,432,0.9331549950562521,0.9331549950562521,0.9606481481481481,,9.769809277418174e-13,0.2708333333333333,0.013888888888888895,0.026133198545176928,0.015407931295781763,0.09736752641524316,0,,,
s9182101_g4_n0.5_b4_r0.25,9182101,4,0.5,4,0.25,development,bridge,0.5,1.0,b_mean,OK,0.01783396999235265,0.3034311968155163,0.26719303476646133,0.29417033984789187,points,2,432,0.9331550373209346,0.9331550373209346,0.9606481481481481,,9.769809277418174e-13,0.2708333333333333,0.013888888888888895,0.026133533504975937,0.015407931295781763,0.09736752641524316,0,,,
s9182101_g4_n0.5_b4_r0.25,9182101,4,0.5,4,0.25,development,bridge,0.5,1.0,b_posterior_draw,OK,0.01783559400064405,0.3034309486560487,0.26719286800312947,0.29417009170714004,points,2,432,0.9331549950562521,0.9331549950562521,0.9606481481481481,,9.769809277418174e-13,0.2708333333333333,0.013888888888888895,0.026133198545176928,0.015407931295781763,0.09736752641524316,0,,,
s9182101_g4_n0.5_b4_r0.25,9182101,4,0.5,4,0.25,development,bridge,0.5,1.0,b_quota_map,OK,0.017835135004133917,0.3034309486560487,0.26719286800312947,0.29417009170714004,points,2,432,0.9331549950562521,0.9331549950562521,0.9606481481481481,,9.769809277418174e-13,0.2708333333333333,0.013888888888888895,0.026133198545176928,0.015407931295781763,0.09736752641524316,0,,,
s9182101_g4_n0.5_b4_r0.25,9182101,4,0.5,4,0.25,development,bridge,0.5,1.0,b_weighted_measure,OK,0.01783463900210336,0.3034311575877143,0.26719303546067796,0.29417033984789287,weighted,2,432,0.933155557010664,,,,9.769809277418174e-13,0.27083339691694525,0.013888952472500826,0.026133533504975937,0.01540797421084847,0.09736752641524316,0,,,0.9583332696505685
s9182101_g4_n0.5_b4_r1.0,9182101,4,0.5,4,1.0,development,bridge,0.5,1.0,b_identity,OK,0.03078319899213966,3.121934522212012,3.403140200946368,2.391660343364195,points,0,768,4.02457112878917,4.02457112878917,0.16927083333333334,,,0.5403645833333334,0.04166666666666663,0.13540837525707072,0.33285245353237575,,,,,
s9182101_g4_n0.5_b4_r1.0,9182101,4,0.5,4,1.0,development,bridge,0.5,1.0,b_map,OK,0.03077559899247717,0.07987613246087699,0.08721652636921874,0.08924909264904488,points,2,768,0.4283439465725775,0.4283439465725775,0.9934895833333334,,8.206056518625763e-12,0.5794270833333334,0.0026041666666666297,0.03188565992308012,0.0022371364653243847,0.1287802005757892,0,,,
s9182101_g4_n0.5_b4_r1.0,9182101,4,0.5,4,1.0,development,bridge,0.5,1.0,b_mean,OK,0.030780820990912616,0.07987669989829034,0.08721712587603225,0.08924966008645771,points,2,768,0.42834401808768396,0.42834401808768396,0.9934895833333334,,8.206056518625763e-12,0.5794270833333334,0.0026041666666666297,0.031886859481126795,0.0022371364653243847,0.1287802005757892,0,,,
s9182101_g4_n0.5_b4_r1.0,9182101,4,0.5,4,1.0,development,bridge,0.5,1.0,b_posterior_draw,OK,0.030782709989580326,0.07987613246087699,0.08721652636921874,0.08924909264904488,points,2,768,0.4283439465725775,0.4283439465725775,0.9934895833333334,,8.206056518625763e-12,0.5794270833333334,0.0026041666666666297,0.03188565992308012,0.0022371364653243847,0.1287802005757892,0,,,
s9182101_g4_n0.5_b4_r1.0,9182101,4,0.5,4,1.0,development,bridge,0.5,1.0,b_quota_map,OK,0.030782223999267444,0.07987613246087699,0.08721652636921874,0.08924909264904488,points,2,768,0.4283439465725775,0.4283439465725775,0.9934895833333334,,8.206056518625763e-12,0.5794270833333334,0.0026041666666666297,0.03188565992308012,0.0022371364653243847,0.1287802005757892,0,,,
s9182101_g4_n0.5_b4_r1.0,9182101,4,0.5,4,1.0,development,bridge,0.5,1.0,b_weighted_measure,OK,0.030781656998442486,0.07987629894386734,0.08721712614818829,0.08924900249392775,weighted,2,768,0.4283465831711356,,,,8.206056518625763e-12,0.5794271084630186,0.002604141536981408,0.031886859481126795,0.0022372913992178235,0.1287802005757892,0,,,0.9895831866925578
s9182101_g4_n1.0_b0_r0.25,9182101,4,1.0,0,0.25,development,bridge,1.0,1.0,b_identity,OK,0.01808844500919804,0.7720699835961725,0.7427561761455361,0.7614621891185817,points,0,432,0.9728039551250446,0.9728039551250446,0.7175925925925926,,,0.2708333333333333,0.013888888888888895,0.015476717534808948,0.015407931295781763,,,,,
s9182101_g4_n1.0_b0_r0.25,9182101,4,1.0,0,0.25,development,bridge,1.0,1.0,b_map,OK,0.01808172999881208,0.15338039725853958,0.16335092915735486,0.15748650628337302,points,2,432,0.28671022417343667,0.28671022417343667,0.9930555555555556,,0.002413691237066149,0.25925925925925924,0.002314814814814825,0.0005915108174483485,0.001557632398753894,0.22425844166027886,0,,,
s9182101_g4_n1.0_b0_r0.25,9182101,4,1.0,0,0.25,development,bridge,1.0,1.0,b_mean,OK,0.018086245996528305,0.16181964285625647,0.16988529573317568,0.16491529901558294,points,2,432,0.2916302913970001,0.2916302913970001,0.9907407407407407,,0.002413691237066149,0.25925925925925924,0.002314814814814825,0.015574401291659434,0.001557632398753894,0.22425844166027886,0,,,
s9182101_g4_n1.0_b0_r0.25,9182101,4,1.0,0,0.25,development,bridge,1.0,1.0,b_posterior_draw,OK,0.018087949996697716,0.15338039725853958,0.16335092915735486,0.15748650628337302,points,2,432,0.28671022417343667,0.28671022417343667,0.9930555555555556,,0.002413691237066149,0.25925925925925924,0.002314814814814825,0.0005915108174483485,0.001557632398753894,0.22425844166027886,0,,,
s9182101_g4_n1.0_b0_r0.25,9182101,4,1.0,0,0.25,development,bridge,1.0,1.0,b_quota_map,OK,0.018087392003508285,0.16146348796195809,0.16923171224395916,0.16585364970273123,points,2,432,0.34133058098327224,0.34133058098327224,0.9907407407407407,,0.002413691237066149,0.26157407407407407,0.00462962962962965,0.01235307699065702,0.003115264797507788,0.22425844166027886,0,,,
s9182101_g4_n1.0_b0_r0.25,9182101,4,1.0,0,0.25,development,bridge,1.0,1.0,b_weighted_measure,OK,0.018086880998453125,0.1600226084827686,0.17081531579669348,0.16233794299093413,weighted,2,432,0.33852395141822245,,,,0.002413691237066149,0.26060910808843585,0.003664663643991428,0.015574401291659434,0.003541877973358948,0.22425844166027886,0,,,0.9908840186575257
s9182101_g4_n1.0_b0_r1.0,9182101,4,1.0,0,1.0,development,bridge,1.0,1.0,b_identity,OK,0.030782506000832655,0.7780994523976151,0.7846309202585459,0.7688854824146166,points,0,768,0.9734531276283244,0.9734531276283244,0.7057291666666666,,,0.58203125,0.0,0.12536239463373677,0.018733404419912607,,,,,
s9182101_g4_n1.0_b0_r1.0,9182101,4,1.0,0,1.0,development,bridge,1.0,1.0,b_map,OK,0.03077604300051462,0.14018805980809199,0.14529170545883593,0.1386172106064858,points,2,768,0.3230002812185297,0.3230002812185297,0.98046875,,0.0024688200661583883,0.5807291666666666,0.0013020833333333703,0.17578820042946175,0.003794768864078279,0.2463641366295759,0,,,
s9182101_g4_n1.0_b0_r1.0,9182101,4,1.0,0,1.0,development,bridge,1.0,1.0,b_mean,OK,0.030779809996602125,0.1466187831164678,0.15053821161027636,0.14530497004659398,points,2,768,0.32014070932996347,0.32014070932996347,0.9778645833333334,,0.0024688200661583883,0.5807291666666666,0.0013020833333333703,0.18672548119390697,0.003794768864078279,0.2463641366295759,0,,,
s9182101_g4_n1.0_b0_r1.0,9182101,4,1.0,0,1.0,development,bridge,1.0,1.0,b_posterior_draw,OK,0.030781697991187684,0.1376318173718444,0.1394451505873996,0.14039154043188884,points,2,768,0.2928314217251336,0.2928314217251336,0.9817708333333334,,0.0024688200661583883,0.5794270833333334,0.0026041666666666297,0.164095090686589,0.0022371364653243847,0.2463641366295759,0,,,
s9182101_g4_n1.0_b0_r1.0,9182101,4,1.0,0,1.0,development,bridge,1.0,1.0,b_quota_map,OK,0.030781237001065165,0.14473134853692338,0.1511382603302723,0.13801349212164665,points,2,768,0.3513046814432644,0.3513046814432644,0.9791666666666666,,0.0024688200661583883,0.58203125,0.0,0.1874813101723345,0.005352401262832172,0.2463641366295759,0,,,
s9182101_g4_n1.0_b0_r1.0,9182101,4,1.0,0,1.0,development,bridge,1.0,1.0,b_weighted_measure,OK,0.03078060499683488,0.14452671943021278,0.15075741905064538,0.13817636764999025,weighted,2,768,0.34958592894336016,,,,0.0024688200661583883,0.581836645337129,0.00019460466287102296,0.18672548119390653,0.0052517177209339995,0.2463641366295759,0,,,0.9766285461654471
s9182101_g4_n1.0_b4_r0.25,9182101,4,1.0,4,0.25,development,bridge,1.0,1.0,b_identity,OK,0.01818764299969189,3.3011905909091883,3.505071492554031,2.7981789789728224,points,0,432,4.11863115252157,4.11863115252157,0.20601851851851852,,,0.4305555555555556,0.17361111111111116,0.21325799323462746,0.3108108108108108,,,,,
s9182101_g4_n1.0_b4_r0.25,9182101,4,1.0,4,0.25,development,bridge,1.0,1.0,b_map,OK,0.018180088998633437,0.20478348923195114,0.21008784260918478,0.20161093157448803,points,2,432,0.3220432506625826,0.3220432506625826,0.9930555555555556,,0.0024042528575488943,0.25925925925925924,0.002314814814814825,0.04310605939355172,0.001557632398753894,0.22346170467461635,0,,,
s9182101_g4_n1.0_b4_r0.25,9182101,4,1.0,4,0.25,development,bridge,1.0,1.0,b_mean,OK,0.018184802000178024,0.21341552895157512,0.21666889398130385,0.21096221800986703,points,2,432,0.3276486631822939,0.3276486631822939,0.9907407407407407,,0.0024042528575488943,0.25925925925925924,0.002314814814814825,0.05804538709962115,0.001557632398753894,0.22346170467461635,0,,,
s9182101_g4_n1.0_b4_r0.25,9182101,4,1.0,4,0.25,development,bridge,1.0,1.0,b_posterior_draw,OK,0.018186971996328793,0.20478348923195114,0.21008784260918478,0.20161093157448803,points,2,432,0.3220432506625826,0.3220432506625826,0.9930555555555556,,0.0024042528575488943,0.25925925925925924,0.002314814814814825,0.04310605939355172,0.001557632398753894,0.22346170467461635,0,,,
s9182101_g4_n1.0_b4_r0.25,9182101,4,1.0,4,0.25,development,bridge,1.0,1.0,b_quota_map,OK,0.018186435991083272,0.21282398296699387,0.21596986776380933,0.20998179006702677,points,2,432,0.3737278929842911,0.3737278929842911,0.9907407407407407,,0.0024042528575488943,0.26157407407407407,0.00462962962962965,0.05487010970280082,0.003115264797507788,0.22346170467461635,0,,,
s9182101_g4_n1.0_b4_r0.25,9182101,4,1.0,4,0.25,development,bridge,1.0,1.0,b_weighted_measure,OK,0.01818580599501729,0.21142420415170607,0.21752007740491225,0.20638624303078962,weighted,2,432,0.3698367148570702,,,,0.0024042528575488943,0.2605796277411577,0.003635183296713307,0.05804538709962115,0.0035356909958241417,0.22346170467461635,0,,,0.9909030743518161
s9182101_g4_n1.0_b4_r1.0,9182101,4,1.0,4,1.0,development,bridge,1.0,1.0,b_identity,OK,0.031002929012174718,3.1685290480980175,3.45850342101284,2.441263441035898,points,0,768,4.107085467483158,4.107085467483158,0.19401041666666666,,,0.5208333333333334,0.06119791666666663,0.19808957257393933,0.3389261744966443,,,,,
s9182101_g4_n1.0_b4_r1.0,9182101,4,1.0,4,1.0,development,bridge,1.0,1.0,b_map,OK,0.03099563501018565,0.2501247107317624,0.3258497887345678,0.3155956908505657,points,2,768,1.1524790071878797,1.1524790071878797,0.9505208333333334,,0.002491097883321958,0.5533854166666666,0.02864583333333337,0.3064121094936101,0.03263710301281649,0.24690894008757214,0,,,
s9182101_g4_n1.0_b4_r1.0,9182101,4,1.0,4,1.0,development,bridge,1.0,1.0,b_mean,OK,0.0310005430073943,0.25656749487624503,0.331143289853117,0.3145060988613261,points,2,768,1.1518188333104955,1.1518188333104955,0.9479166666666666,,0.002491097883321958,0.5533854166666666,0.02864583333333337,0.3174520636014688,0.03263710301281649,0.24690894008757214,0,,,
s9182101_g4_n1.0_b4_r1.0,9182101,4,1.0,4,1.0,development,bridge,1.0,1.0,b_posterior_draw,OK,0.03100244099914562,0.2476003301422343,0.3200040841824978,0.3199076102760894,points,2,768,1.1443950848190751,1.1443950848190751,0.9518229166666666,,0.002491097883321958,0.5520833333333334,0.02994791666666663,0.29472070038946985,0.031079470614062597,0.24690894008757214,0,,,
s9182101_g4_n1.0_b4_r1.0,9182101,4,1.0,4,1.0,development,bridge,1.0,1.0,b_quota_map,OK,0.031001918003312312,0.254755742286563,0.3316954932866378,0.31115273952179,points,2,768,1.1607289674963177,1.1607289674963177,0.94921875,,0.002491097883321958,0.5546875,0.02734375,0.3181035185977499,0.034194735411570386,0.24690894008757214,0,,,
s9182101_g4_n1.0_b4_r1.0,9182101,4,1.0,4,1.0,development,bridge,1.0,1.0,b_weighted_measure,OK,0.031001367009594105,0.25454861269207457,0.33136667856260005,0.3118346556887943,weighted,2,768,1.1602743611942978,,,,0.002491097883321958,0.5545089731304187,0.027522276869581308,0.3174520636014688,0.034107942844524106,0.24690894008757214,0,,,0.934951000183369
s9182101_g4_n2.0_b0_r0.25,9182101,4,2.0,0,0.25,development,bridge,2.0,1.0,b_identity,OK,0.017239250999409705,1.5110500003459506,1.4855123522910723,1.3433769671194509,points,0,432,1.9456079102500892,1.9456079102500892,0.4305555555555556,,,0.36342592592592593,0.10648148148148151,0.030953435069618784,0.1504588700850383,,,,,
s9182101_g4_n2.0_b0_r0.25,9182101,4,2.0,0,0.25,development,bridge,2.0,1.0,b_map,OK,0.01723282999591902,0.3053389979512198,0.3394174822596978,0.2944411709033511,points,2,432,0.5340368871480875,0.5340368871480875,0.9884259259259259,,0.00884566993875558,0.25925925925925924,0.002314814814814825,0.10423951167671319,0.01368190620527069,0.48446640134043495,0,,,
s9182101_g4_n2.0_b0_r0.25,9182101,4,2.0,0,0.25,development,bridge,2.0,1.0,b_mean,OK,0.017237131993169896,0.3623212744391975,0.37459324845052,0.355965588763359,points,2,432,0.5163034070736245,0.5163034070736245,0.9699074074074074,,0.00884566993875558,0.25925925925925924,0.002314814814814825,0.23594221684923866,0.01368190620527069,0.48446640134043495,0,,,
s9182101_g4_n2.0_b0_r0.25,9182101,4,2.0,0,0.25,development,bridge,2.0,1.0,b_posterior_draw,OK,0.017238788001122884,0.3453180891934583,0.42976206725502336,0.3132565122679941,points,2,432,0.765159786198013,0.765159786198013,0.9652777777777778,,0.00884566993875558,0.2638888888888889,0.006944444444444475,0.2965639569658989,0.04104571861581208,0.48446640134043495,0,,,
s9182101_g4_n2.0_b0_r0.25,9182101,4,2.0,0,0.25,development,bridge,2.0,1.0,b_quota_map,OK,0.01723825599765405,0.31955806241730006,0.31832478985154267,0.3250824297076832,points,2,432,0.5212847091376375,0.5212847091376375,0.9884259259259259,,0.00884566993875558,0.26851851851851855,0.011574074074074125,0.06281578499904228,0.00778816199376947,0.48446640134043495,0,,,
s9182101_g4_n2.0_b0_r0.25,9182101,4,2.0,0,0.25,development,bridge,2.0,1.0,b_weighted_measure,OK,0.017237723994185217,0.34751532763634796,0.4015013120425972,0.32205007494306326,weighted,2,432,0.7261725300943422,,,,0.00884566993875558,0.26759417313988393,0.010649728695439509,0.23594221684923866,0.03242049199909888,0.48446640134043495,0,,,0.9700636488933372
s9182101_g4_n2.0_b0_r1.0,9182101,4,2.0,0,1.0,development,bridge,2.0,1.0,b_identity,OK,0.029912320998846553,1.4736942773747828,1.5692618405170917,1.2549150498319992,points,0,768,1.9469062552566487,1.9469062552566487,0.4231770833333333,,,0.5651041666666666,0.01692708333333337,0.250724789267474,0.1724372242781576,,,,,
s9182101_g4_n2.0_b0_r1.0,9182101,4,2.0,0,1.0,development,bridge,2.0,1.0,b_map,OK,0.029906354000559077,0.2110660083284479,0.23846767382419296,0.20829732023697273,points,2,768,0.4527039017433741,0.4527039017433741,0.9895833333333334,,0.009511356277131415,0.5794270833333334,0.0026041666666666297,0.27815659446993646,0.010265738359572644,0.4860736444307583,0,,,
s9182101_g4_n2.0_b0_r1.0,9182101,4,2.0,0,1.0,development,bridge,2.0,1.0,b_mean,OK,0.02991018998727668,0.28205843012391424,0.29615960277773423,0.27708355729385004,points,2,768,0.4670657737408444,0.4670657737408444,0.9713541666666666,,0.009511356277131415,0.578125,0.00390625,0.4061082843371384,0.011384306592234836,0.4860736444307583,0,,,
s9182101_g4_n2.0_b0_r1.0,9182101,4,2.0,0,1.0,development,bridge,2.0,1.0,b_posterior_draw,OK,0.02991184098937083,0.2585325522618216,0.3273219395824864,0.21797407581044767,points,2,768,0.7274330672619559,0.7274330672619559,0.9713541666666666,,0.009511356277131415,0.5872395833333334,0.00520833333333337,0.4566442106162616,0.03566873654059253,0.4860736444307583,0,,,
s9182101_g4_n2.0_b0_r1.0,9182101,4,2.0,0,1.0,development,bridge,2.0,1.0,b_quota_map,OK,0.02991137799108401,0.21427061414256668,0.24001015939582787,0.20154368646327908,points,2,768,0.45013989156260037,0.45013989156260037,0.9895833333333334,,0.009511356277131415,0.58203125,0.0,0.2812415656132061,0.010704802525664345,0.4860736444307583,0,,,
s9182101_g4_n2.0_b0_r1.0,9182101,4,2.0,0,1.0,development,bridge,2.0,1.0,b_weighted_measure,OK,0.029910863988334313,0.24023022787555096,0.30197666862403005,0.20251975495569946,weighted,2,768,0.6659751987708578,,,,0.009511356277131415,0.5818012874794601,0.00022996252053986144,0.4061082843371384,0.02847628212239757,0.4860736444307583,0,,,0.9722524716105594
s9182101_g4_n2.0_b4_r0.25,9182101,4,2.0,4,0.25,development,bridge,2.0,1.0,b_identity,OK,0.01777062998735346,3.5296618463854497,3.7231197057034295,3.0286037505628887,points,0,432,4.452184925184326,4.452184925184326,0.20833333333333334,,,0.42824074074074076,0.17129629629629634,0.2287347107694364,0.3213774522185737,,,,,
s9182101_g4_n2.0_b4_r0.25,9182101,4,2.0,4,0.25,development,bridge,2.0,1.0,b_map,OK,0.017764248987077735,0.348183259436144,0.38162808676436305,0.3366297977474099,points,2,432,0.5875153652837957,0.5875153652837957,0.9884259259259259,,0.00876904081962916,0.25925925925925924,0.002314814814814825,0.10439090577406374,0.01368190620527069,0.48408689265461247,0,,,
s9182101_g4_n2.0_b4_r0.25,9182101,4,2.0,4,0.25,development,bridge,2.0,1.0,b_mean,OK,0.017768571997294202,0.40338138071706253,0.4087723237872388,0.39672497504367976,points,2,432,0.5754164205968857,0.5754164205968857,0.9629629629629629,,0.00876904081962916,0.25925925925925924,0.002314814814814825,0.2355261791192711,0.01368190620527069,0.48408689265461247,0,,,
s9182101_g4_n2.0_b4_r0.25,9182101,4,2.0,4,0.25,development,bridge,2.0,1.0,b_posterior_draw,OK,0.017770174992620014,0.3879718728352223,0.4696385301086308,0.3548834541489365,points,2,432,0.8053889527554587,0.8053889527554587,0.9652777777777778,,0.00876904081962916,0.2638888888888889,0.006944444444444475,0.29673624767644746,0.04104571861581208,0.48408689265461247,0,,,
s9182101_g4_n2.0_b4_r0.25,9182101,4,2.0,4,0.25,development,bridge,2.0,1.0,b_quota_map,OK,0.01776968498597853,0.3538210395577441,0.355439528674577,0.3597894074398156,points,2,432,0.5566339627118402,0.5566339627118402,0.9907407407407407,,0.00876904081962916,0.2662037037037037,0.0092592592592593,0.0520137895944921,0.006230529595015576,0.48408689265461247,0,,,
s9182101_g4_n2.0_b4_r0.25,9182101,4,2.0,4,0.25,development,bridge,2.0,1.0,b_weighted_measure,OK,0.017769184996723197,0.3897845330786802,0.4419785275372398,0.36365146705184725,weighted,2,432,0.7685399653963506,,,,0.00876904081962916,0.26735622561563654,0.010411781171192125,0.2355261791192711,0.03233773111235099,0.48408689265461247,0,,,0.9702425219858792
s9182101_g4_n2.0_b4_r1.0,9182101,4,2.0,4,1.0,development,bridge,2.0,1.0,b_identity,OK,0.030609498993726447,3.3756570397663803,3.6798761646509615,2.6194776514155373,points,0,768,4.430747573243304,4.430747573243304,0.1953125,,,0.51171875,0.0703125,0.32345196720767566,0.3494323527566957,,,,,
s9182101_g4_n2.0_b4_r1.0,9182101,4,2.0,4,1.0,development,bridge,2.0,1.0,b_map,OK,0.030602025988628156,0.21105741421588453,0.23843207897398433,0.208194340052101,points,2,768,0.47562334844088583,0.47562334844088583,0.9895833333333334,,0.009470015572178811,0.5794270833333334,0.0026041666666666297,0.2787130163280902,0.010265738359572644,0.48559977942422083,0,,,
s9182101_g4_n2.0_b4_r1.0,9182101,4,2.0,4,1.0,development,bridge,2.0,1.0,b_mean,OK,0.030607084001530893,0.2817579342512891,0.29591742630065765,0.27707011524623404,points,2,768,0.48874013096694274,0.48874013096694274,0.9700520833333334,,0.009470015572178811,0.578125,0.00390625,0.40631180183682414,0.011384306592234836,0.48559977942422083,0,,,
s9182101_g4_n2.0_b4_r1.0,9182101,4,2.0,4,1.0,development,bridge,2.0,1.0,b_posterior_draw,OK,0.030609005989390425,0.25897557713461367,0.3272965097567904,0.21788686692158052,points,2,768,0.7422156679015599,0.7422156679015599,0.9713541666666666,,0.009470015572178811,0.5872395833333334,0.00520833333333337,0.45722481923924896,0.03566873654059253,0.48559977942422083,0,,,
s9182101_g4_n2.0_b4_r1.0,9182101,4,2.0,4,1.0,development,bridge,2.0,1.0,b_quota_map,OK,0.030608514993218705,0.2142733182092387,0.23997477356704378,0.20143841590359066,points,2,768,0.4731796091013213,0.4731796091013213,0.9895833333333334,,0.009470015572178811,0.58203125,0.0,0.28179840551421,0.010704802525664345,0.48559977942422083,0,,,
s9182101_g4_n2.0_b4_r1.0,9182101,4,2.0,4,1.0,development,bridge,2.0,1.0,b_weighted_measure,OK,0.030607729000621475,0.2400159508766908,0.3018080261398951,0.20281381735376286,weighted,2,768,0.6815157914616005,,,,0.009470015572178811,0.5816602810269176,0.0003709689730824195,0.40631180183682414,0.028423594945626424,0.48559977942422083,0,,,0.9722806067616109
s9182101_g8_n0.5_b0_r0.25,9182101,8,0.5,0,0.25,development,bridge,0.5,1.0,b_identity,OK,0.016336346001480706,0.3780255936307357,0.37228961668835436,0.37802559363074906,points,0,396,0.4775259133496625,0.4775259133496625,0.9671717171717171,,,0.29797979797979796,0.0,0.07386966664560468,0.0,,,,,
s9182101_g8_n0.5_b0_r0.25,9182101,8,0.5,0,0.25,development,bridge,0.5,1.0,b_map,OK,0.01632955799868796,0.049239090490012336,0.0570820144863617,0.049239090490029294,points,2,396,0.12887089998757856,0.12887089998757856,0.9924242424242424,,3.4527041533529796e-82,0.29797979797979796,0.0,0.06982161750315896,0.0,0.18112012923519138,0,,,
s9182101_g8_n0.5_b0_r0.25,9182101,8,0.5,0,0.25,development,bridge,0.5,1.0,b_mean,OK,0.016334126994479448,0.049239090490012336,0.0570820144863617,0.049239090490029294,points,2,396,0.12887089998757856,0.12887089998757856,0.9924242424242424,,3.4527041533529796e-82,0.29797979797979796,0.0,0.06982161750315896,0.0,0.18112012923519138,0,,,
s9182101_g8_n0.5_b0_r0.25,9182101,8,0.5,0,0.25,development,bridge,0.5,1.0,b_posterior_draw,OK,0.016335881999111734,0.049239090490012336,0.0570820144863617,0.049239090490029294,points,2,396,0.12887089998757856,0.12887089998757856,0.9924242424242424,,3.4527041533529796e-82,0.29797979797979796,0.0,0.06982161750315896,0.0,0.18112012923519138,0,,,
s9182101_g8_n0.5_b0_r0.25,9182101,8,0.5,0,0.25,development,bridge,0.5,1.0,b_quota_map,OK,0.01633539800241124,0.049239090490012336,0.0570820144863617,0.049239090490029294,points,2,396,0.12887089998757856,0.12887089998757856,0.9924242424242424,,3.4527041533529796e-82,0.29797979797979796,0.0,0.06982161750315896,0.0,0.18112012923519138,0,,,
s9182101_g8_n0.5_b0_r0.25,9182101,8,0.5,0,0.25,development,bridge,0.5,1.0,b_weighted_measure,OK,0.016334808999090455,0.04923909049001233,0.0570820144863617,0.04923909049002929,weighted,2,396,0.12887089998757856,,,,3.4527041533529796e-82,0.29797979797979796,0.0,0.06982161750315896,1.5868288236680357e-39,0.18112012923519138,0,,,0.9924242424242427
s9182101_g8_n0.5_b0_r1.0,9182101,8,0.5,0,1.0,development,bridge,0.5,1.0,b_identity,OK,0.02904894799576141,0.39071434026503127,0.3897996726154517,0.39071434026505747,points,0,768,0.4867265638141622,0.4867265638141622,0.9661458333333334,,,0.6380208333333334,0.0,0.03771691190109294,0.0,,,,,
s9182101_g8_n0.5_b0_r1.0,9182101,8,0.5,0,1.0,development,bridge,0.5,1.0,b_map,OK,0.029042709997156635,0.025894763752980277,0.0238126260145509,0.025894763753020984,points,2,768,0.07089734364023954,0.07089734364023954,0.9986979166666666,,9.809500908917403e-86,0.6380208333333334,0.0,0.04762525202910339,0.0,0.04183512532605249,0,,,
s9182101_g8_n0.5_b0_r1.0,9182101,8,0.5,0,1.0,development,bridge,0.5,1.0,b_mean,OK,0.02904665299865883,0.025894763752980277,0.0238126260145509,0.025894763753020984,points,2,768,0.07089734364023954,0.07089734364023954,0.9986979166666666,,9.809500908917403e-86,0.6380208333333334,0.0,0.04762525202910339,0.0,0.04183512532605249,0,,,
s9182101_g8_n0.5_b0_r1.0,9182101,8,0.5,0,1.0,development,bridge,0.5,1.0,b_posterior_draw,OK,0.029048475000308827,0.025894763752980277,0.0238126260145509,0.025894763753020984,points,2,768,0.07089734364023954,0.07089734364023954,0.9986979166666666,,9.809500908917403e-86,0.6380208333333334,0.0,0.04762525202910339,0.0,0.04183512532605249,0,,,
s9182101_g8_n0.5_b0_r1.0,9182101,8,0.5,0,1.0,development,bridge,0.5,1.0,b_quota_map,OK,0.029047973002889194,0.025894763752980277,0.0238126260145509,0.025894763753020984,points,2,768,0.07089734364023954,0.07089734364023954,0.9986979166666666,,9.809500908917403e-86,0.6380208333333334,0.0,0.04762525202910339,0.0,0.04183512532605249,0,,,
s9182101_g8_n0.5_b0_r1.0,9182101,8,0.5,0,1.0,development,bridge,0.5,1.0,b_weighted_measure,OK,0.029047431002254598,0.025894763752980277,0.0238126260145509,0.025894763753020984,weighted,2,768,0.07089734364023954,,,,9.809500908917403e-86,0.6380208333333334,0.0,0.04762525202910339,4.558398539665899e-43,0.04183512532605249,0,,,0.9986979166666666
s9182101_g8_n0.5_b4_r0.25,9182101,8,0.5,4,0.25,development,bridge,0.5,1.0,b_identity,OK,0.016304952005157247,3.3201634259565527,3.4184975438066605,2.9712042170075224,points,0,396,4.035803088439467,4.035803088439467,0.16161616161616163,,,0.4292929292929293,0.13131313131313133,0.28619252686973695,0.2202780148762346,,,,,
